word,so-pmi
赞,11.954636137997193
辛苦,9.573064053500511
骑士,8.587853807325565
足,8.093493855385319
小哥,7.956597654330471
谢谢,7.880709346034591
方便,6.85449946671174
还会,6.795605777658171
好评,6.337634482373993
包装,6.143636988378297
师傅,6.126522655772788
喜欢,6.014863948270488
很快,5.870105965962607
送货,5.865995105549569
非常,5.319275591631358
很,5.117296678248354
挺,5.0366021670224725
速度,5.032233040968369
味道,4.56944149013328
满意,4.507870931196056
服务,4.476972450246538
感谢,4.355867837750999
更好,4.085112394853153
好喝,4.002650234661184
热,3.97735621449727
哦,3.800606458716535
～,3.712592974153278
棒,3.491929387327028
棒棒,2.6156271115519374
比较,2.5542265668877935
哒,2.296009177351783
但是,2.151925808144055
长,1.9920029904616783
皮蛋,1.9355360388026455
很大,1.8924673169107624
实惠,1.7672202902219958
总体,1.7370418851635616
下次,1.698713316112583
很赞,1.625680776215857
态度,1.6166341159896733
饿,1.6105738838256514
有点,1.5820242048393256
能,1.5626014025987631
手套,1.421540059435637
继续,1.3626463703820644
…,1.287424154174576
虽然,1.1175338725455362
鱼香肉丝,1.0444704103558156
不过,1.0357002007280842
也,1.0167967391091528
送餐,1.0063883880705689
量,0.964703550141591
也好,0.9595815127693008
太慢,0.9290049030753682
肘子,0.8260468912223082
送到,0.7934137834720021
卷,0.695221709468937
服务态度,0.683148877168354
值得,0.670074895574313
稻香村,0.6554281196099101
干净,0.6105738838256514
口味,0.6003793378530062
菜品,0.5762012571450583
！,0.5758239948710431
不太,0.4781235878020045
百度,0.458434076283333
但,0.45575577477354656
早点,0.4557557747735448
几次,0.39827028011279353
天,0.3261204943569531
及时,0.32200438588472124
觉得,0.301245825717924
啦,0.2517622642626147
就是,0.22079062613883593
量足,0.2106432769370148
分量,0.19004723464142792
高大,0.09961196454827714
大,0.09234901089001823
够,0.02982363439140734
_,0.01799819899461852
超级,0.007670492152859865
